FID_1,FREQUENCY,AGG,AGGLAT,AGGLONG,ERA,SLOPE,REGION,Rowid,X,Y,SRTMv4,H_BIO_1,C_BIO_1,H_BIO_12,C_BIO_12,H_BIO_5,C_BIO_5,H_BIO_6,C_BIO_6,nr_elv_b1,nr_elv_b12,nr_elv_b5,nr_elv_b6
10,5,Chinquapin1,37.652364,-119.702601,H,W,YO,11,26203.60567,-40424.3167,1844.728759,954,1003,101955.6094,114312.7422,2596.1333,2549.814208,-393.493682,-203.18666,1856.540568,1629.235772,1295.408333,1952.383981
11,2,Coulterville1,37.710817,-120.214514,H,W,YO,12,-18884.03749,-33946.04832,472.378631,1525,1561,63511.00391,70026.01563,3505.365234,3488.026123,99.85366,186.296844,665.5303644,1387.349239,2262.317121,2257.766393
12,2,Coulterville2,37.73845,-120.14187,H,W,YO,13,-12484.08773,-30886.20681,975.230102,1242,1292,93764.67969,99905.72656,3342.116699,3357.48291,-272.218994,-134.232437,1236.337045,1406.962551,2565.788026,2129.873843
13,1,Coulterville3,37.753536,-120.1058,H,W,YO,14,-9307.890755,-29213.29407,903.797424,1184,1273,92862.47656,98278.75781,3196.911865,3229.002685,-301.83197,-109.171661,1399.962551,1424.473684,2629.341869,2099.129181
14,3,CPV1,37.640553,-120.21173,M,W,YO,15,-18656.38633,-41757.56375,724.221191,1551,1600,64512.875,71439.51563,3515.935302,3488.63623,99.215675,247.492614,623.6440162,1360.791075,2303.776286,2262.145194
15,1,CPV2,37.65594,-120.22132,M,W,YO,16,-19497.45676,-40045.12668,545.45819,1572,1620,56888.89453,63488.83594,3576.122314,3550.753906,140.722,236.591186,587.5223124,1421.333333,2473.628571,2317.955224
16,1,CPV3,37.614215,-120.18232,M,W,YO,17,-16070.4291,-44690.83048,855.190429,1506,1539,68845.59375,76172.98438,3482.460937,3469.10791,45.898426,188.105468,700.5718623,1349.792683,1626,2400.276846
17,4,CPV4,37.723813,-120.263753,M,W,YO,18,-23214.86169,-32490.40068,552.27478,1474,1514,69239.03906,76191.6875,3437.718505,3409.812011,25.947673,125.629547,770.638664,1355.279188,1922.965785,2439.677778
18,1,CPV5,37.73883,-120.24826,M,W,YO,19,-21846.7732,-30824.70043,691.36383,1431,1476,73569.0625,80410.53125,3416.85083,3403.301269,-33.192054,105.703544,857.7449393,1449.546748,2117.922185,2561.138614
19,1,CPV6,37.70881,-120.22121,M,W,YO,20,-19474.05269,-34167.80419,420.264678,1539,1574,62391.44922,68982.42969,3520.224121,3501.098144,120.889427,191.227981,641.325228,1450.113035,2353.760563,2264.768018
20,1,CPV7,37.68405,-120.12141,M,W,YO,21,-10691.25799,-36936.15693,898.58551,1358,1423,82785.42969,89630.6875,3334.283691,3342.821289,-86.521667,103.633239,997.2044534,1665.077157,2576.945425,2534.258465
21,1,CPV8,37.71951,-120.17941,M,W,YO,22,-15791.76234,-32986.10002,569.235534,1467,1518,71066.35156,77529.89063,3470.22583,3461.554443,35.960357,150.412948,783.3036437,1377.260163,1715.899624,2444.591736
22,2,CPV9,37.73636,-120.166455,M,W,YO,23,-14648.08748,-31115.02663,893.96466,1261,1314,88351.99219,94611.4375,3357.386962,3367.619873,-238.933197,-97.706687,1180.218623,1541.892604,2554.080592,2209.814771
23,1,CraneFlat1,37.755589,-119.79805,H,W,YO,24,17769.59983,-28971.33765,1888.713012,905,978,94124.69531,107080.9688,2396.705566,2369.453857,-342.316162,-144.670043,1958.259898,1406.325911,1509.095683,2052.359447
24,1,DD1,37.90828,-119.3475,M,W,YO,25,57293.78672,-11818.92875,2960.948974,269,308,90332.74219,97864.17188,2074.735351,2073.061035,-1277.165405,-1129.5802,3042.184397,1475.07085,1798.171053,1852.341256
25,1,DeM1,37.89922,-119.3477,M,W,YO,26,57283.15555,-12826.19792,2865.740722,280,325,85210.375,91634.44531,2118.871826,2116.027587,-1299.520996,-1144.626831,3019.458967,1662.415822,1794.54775,1852.341256
26,3,DL1,38.172967,-119.594753,M,W,YO,27,35458.17795,17483.98356,2863.664062,204,262,142809.6406,167365.6094,1914.298706,1900.536987,-1223.787109,-1067.868286,3154.517766,2718.316751,1884.717828,1851.11973
27,2,DryCreek1,37.934652,-118.935186,H,E,YO,28,93462.79801,-8559.538261,2069.774169,714,821,35528.92969,37235.55859,2845.821044,2865.792968,-1075.453735,-850.278015,2247.556345,778.2179226,2215.994361,1961.32791
28,2,ElPortal1,37.67989,-119.783175,H,W,YO,29,19097.61283,-37383.61693,843.344055,1434,1494,83690.375,92240.01563,3412.660644,3382.577148,-71.095497,138.318679,853.0212551,1683.996954,2150.686341,2553.106407
29,6,ElPortal2,37.673726,-119.793537,H,W,YO,30,18186.4915,-38070.88133,586.635559,1490,1556,79792.77344,87940.63281,3512.336914,3470.39746,-37.708454,159.383911,733.0455466,1619.203854,2281.380744,2560.710947
30,1,ElPortal3,37.688188,-119.764217,H,W,YO,31,20765.00811,-36457.17632,1202.030395,1272,1317,87408.75781,96466.98438,3175.4104,3138.134765,-196.81665,19.502685,1152.755061,1580.910841,2593.975858,2298.459459
31,2,F1,37.70369,-119.740075,M,W,YO,32,22886.30762,-34728.32369,1340.642944,1112,1157,89585.92188,99743.27344,2962.934326,2924.101562,-341.214508,-120.847442,1537.719352,1513.440283,2313.353612,2051.650922
32,1,FD1,37.87649,-119.41609,M,W,YO,33,51293.0987,-15392.12852,2553.576416,364,403,85467.66406,95546.05469,2158.646484,2152.172607,-1218.135375,-1065.963134,2858.823708,1661.063895,1780.953642,1852.045455
33,1,FM1,37.56624,-119.86851,M,W,YO,34,11599.41086,-50031.40556,1267.764282,1273,1316,97234.53125,106585.7031,3165.615478,3124.729248,-157.381622,73.699043,1150.752024,1473.712551,2578.007538,2368.161066
34,2,FM2,37.579037,-119.88213,M,W,YO,35,10396.2695,-48610.4036,1154.251586,1226,1283,96551.9375,105726.7266,3170.468261,3133.410644,-274.519378,-21.988712,1289.066802,1452.406883,2585.581337,2131.976771
35,1,FM3,37.54498,-119.83822,M,W,YO,36,14275.21812,-52390.64124,1122.154663,1315,1309,95427.57031,104133.4375,3251.941162,3204.319824,-136.533828,14.699431,1066.191296,1435.610324,2633.704986,2422.510321
36,10,GA1,37.9117,-119.42495,M,W,YO,37,50491.08489,-11482.77051,2371.779541,349,403,86457.14844,97418.66406,2155.159423,2149.37915,-1279.970581,-1120.037719,2885.393725,1620.776089,1765.910891,1852.341256
37,3,GemLake1,37.75857,-119.1594,H,E,YO,38,73957.05133,-28331.01197,2773.482421,417,444,85888.35938,73719.72656,2095.282958,2057.943603,-1045.639648,-850.322937,2750.086294,1647.781947,1798.334064,1874.855922
38,3,GlenAulin1,37.91206,-119.42135,H,W,YO,39,50806.92026,-11440.82799,2386.251464,349,403,86457.14844,97418.66406,2155.159423,2149.37915,-1279.970581,-1120.037719,2885.393725,1620.776089,1765.910891,1852.341256
39,1,GlenAulin2,37.928858,-119.461163,H,W,YO,40,47300.74262,-9594.077914,1970.915893,594,658,94637.92188,109914.8203,2442.889648,2433.516113,-1030.613037,-838.581298,2425.06998,1434.296559,1507.617096,1780.77551
40,1,GM1,38.16254,-119.60461,M,W,YO,41,34600.57971,16321.22991,2744.548828,200,265,139319.2656,162147.7969,1858.423095,1847.792114,-1271.871459,-1097.361694,3159.573604,2671.601824,1998.488109,1852.341256
41,2,HappyIsles1,37.7316,-119.561,H,W,YO,42,38638.5657,-31567.5837,1229.779174,1115,1195,86798.86719,97426.11719,3147.343017,3107.548095,-486.125793,-273.356201,1533.14691,1597.817629,2568.531566,1762.028951
42,2,HG1,37.76525,-119.86233,M,W,YO,43,12112.40132,-27907.48735,1683.599853,1034,1120,106599.0938,118400.2578,2605.692382,2576.558593,-212.4505,4.051954,1678.774848,1771.364097,1288.332394,2240.959858
43,1,HM1,37.79611,-119.86781,M,W,YO,44,11625.52506,-24477.57045,1423.928588,1032,1075,101904.8594,113132.0156,2870.281494,2845.236816,-399.851837,-205.642257,1682.634888,1622.985772,2278.932504,1962.543839
44,2,IC1,37.77716,-119.566745,M,W,YO,45,38109.79311,-26505.20927,2223.218017,660,731,109548.4922,127374.1953,2348.141113,2312.527099,-812.98529,-594.428161,2326.373851,1840.201826,1507.957746,1617.648997
45,1,IndianCanyon1,37.77432,-119.56902,H,W,YO,46,37911.12301,-26821.83163,2195.465087,660,731,109548.4922,127374.1953,2348.141113,2312.527099,-812.98529,-594.428161,2326.373851,1840.201826,1507.957746,1617.648997
46,1,JR1,37.88358,-119.3634,M,W,YO,47,55916.14806,-14574.18092,2684.932128,227,290,74012.39063,78900.59375,2129.394042,2123.187011,-1426.384765,-1250.053588,3126.779919,1452.97665,1779.683516,1852.341256
47,7,KM1,38.122007,-119.48195,M,W,YO,48,45358.73357,11867.12551,2867.497558,195,243,123721.9766,146102.2188,1891.305908,1892.889648,-1324.286376,-1173.828247,3165.315736,2331.638664,1930.236175,1852.341256
48,3,LaGrange1,37.6661,-120.469857,H,W,YO,49,-41388.16829,-38835.8786,52.148532,1587,1676,32244.25977,37442.61719,3523.817871,3484.580078,189.601638,317.582977,548.8711968,1166.780142,2393.346535,2396.508604
49,5,LAHistoricBattleCreek,40.37479,-122.18016,H,W,LA,50,-185109.5797,264214.9898,110.369949,1596,1624,57246.00781,72427.82031,3654.173828,3615.699218,118.561851,226.179,3166.948223,1417.724696,1818.915743,1852.341256
50,7,LAHistoricBlackButte,40.4147,-121.5319,H,W,LA,51,-130002.0043,267569.0251,1979.420043,651,614,206215.3906,237624.9531,2461.356689,2425.641845,-649.260131,-620.035217,3179.44929,1558.247716,1975.217143,1852.341256
51,5,LAHistoricButteLake,40.5642,-121.302391,H,W,LA,52,-110298.2466,283877.5852,1854.439331,616,614,77267.03906,91693.10156,2644.942138,2599.085205,-848.830688,-715.000122,3195.569106,1629.66565,1977.854465,1852.341256
52,10,LAHistoricDalesPayneCreek,40.3146,-122.0695,H,W,LA,53,-175861.2121,257321.3891,186.013916,1655,1684,62558.10547,78115.26563,3669.655761,3626.761718,191.375427,311.126892,558.9614604,1070.95533,2401.921717,2402.099206
53,1,LAHistoricEagleLake1,40.73439,-120.719636,H,W,LA,54,-60802.68776,302246.8632,1582.611816,721,738,38722.875,41795.75781,2909.644775,2884.053955,-963.455932,-764.076171,557.0192698,1064.372589,2401.141809,2407.311508
54,5,LAHistoricEagleLake2,40.670943,-120.789583,H,W,LA,55,-66771.21428,295249.9978,1564.38684,742,761,43664.46875,47582.35938,2956.384765,2918.191894,-947.717407,-750.887817,548.8711968,1166.780142,2393.346535,2396.508604
55,3,LAHistoricEagleLake3,40.572925,-120.838016,H,W,LA,56,-70963.11884,284402.4128,1561.768676,750,763,59525.88672,69248.63281,2967.443603,2938.422363,-942.762145,-753.515075,3124.643002,1516.66802,1772.205525,1852.341256
56,3,LAHistoricERavendale,40.79823,-120.23207,H,E,LA,57,-19589.8652,309127.4349,1620.82788,733,765,25050.84375,27536.79688,2958.756347,2951.580078,-1008.150512,-781.388793,3159.252792,1448.1083,1859.310142,1852.341256
57,2,LAHistoricGrasshopperValley,40.850087,-120.756895,H,E,LA,58,-63848.18855,315115.04,1628.009643,686,719,34165.5,37138.65234,2898.747314,2873.998046,-1010.164062,-774.467163,3195.569106,1565.215228,1931.726477,1852.341256
58,6,LAHistoricHotSpringValley,40.44423,-121.3938,H,W,LA,59,-118234.9673,270667.1731,1772.984619,643,641,143176.8281,163015.625,2687.598144,2636.817871,-801.199523,-683.906066,1444.09919,1474.899798,2604.292465,2082.569124
59,3,LAHistoricKellys2,40.432678,-121.352069,H,W,LA,60,-114713.4634,269333.1898,1607.001708,679,687,105720.4766,122672.9688,2829.58789,2774.519287,-961.345886,-785.451599,1108.346154,1666.978702,2634.273239,2325.56272
60,2,LAHistoricLakeHelen,40.469128,-121.518495,H,W,LA,61,-128767.698,273594.1629,2475.800048,332,312,254302.6875,292500.5938,2085.33374,2049.760498,-904.480407,-898.280822,1655.48783,1476.164134,1302.867516,2366.12761
61,10,LAHistoricLymans,40.3096,-121.7678,H,W,LA,62,-150236.8755,256247.3364,1050.525268,1283,1285,81032.89063,95780.53906,3209.805175,3183.52124,-24.084835,63.779815,2645.245685,1419.59919,1503.903151,1906.603008
62,3,LAHistoricManton,40.425439,-121.889271,H,W,LA,63,-160302.5298,269308.5582,564.411132,1534,1579,72116.85156,87320.69531,3557.284179,3536.480224,93.893226,250.279617,3130.675456,2609.732794,1956.550857,1852.341256
63,2,LAHistoricManzanitaLake,40.5314,-121.5648,H,W,LA,64,-132579.8995,280572.0166,1790.466796,662,639,90251.01563,103491.7188,2636.748535,2605.633544,-760.955078,-689.962341,1655.48783,1476.164134,1302.867516,2366.12761
64,2,LAHistoricMineral3,40.337764,-121.596129,H,W,LA,65,-135596.0647,259115.9697,1477.66333,820,771,121032.0078,141133.5938,2821.105224,2783.10791,-538.154113,-519.451843,1804.779919,1589.135163,1419.410287,2209.814771
65,7,LAHistoricMineralSummitCreek1,40.3489,-121.5878,H,W,LA,66,-134867.8396,260340.6648,1514.352294,785,737,121880.2891,142052.5469,2780.557861,2741.848876,-583.641967,-564.442443,2645.245685,1419.59919,1503.903151,1906.603008
66,4,LAHistoricMineralSummitCreek2,40.3628,-121.5663,H,W,LA,67,-133016.2786,261853.777,1550.079345,728,684,126082.2031,146783.1563,2744.924072,2706.152099,-654.673706,-628.226684,2644.718782,1488.970618,1520.767795,1911.885757
67,4,LAHistoricNFredonyerPeak,40.801001,-120.61175,H,E,LA,68,-51639.55816,309577.6822,1711.364379,694,707,31514.58203,33389.92969,2843.318359,2823.207519,-881.965332,-710.188415,2404.466395,1804.997972,1468.472127,1365.661808
68,4,LAHistoricNObservationPeak1,40.86135,-120.17049,H,E,LA,69,-14378.78553,316123.3842,1628.222045,734,766,25371.58008,28893.19336,2944.365478,2937.230712,-1003.844909,-773.414062,2265.527976,1399.134615,1504.998834,1686.632242
69,6,LAHistoricPetesValley,40.52927,-120.46209,H,E,LA,70,-39153.21825,279336.7801,1381.582763,913,919,30602.96484,31529.16797,3141.628173,3122.380615,-803.565856,-654.644287,2249.163452,1422.227733,1544.451004,1700.3076
70,4,LAHistoricRedBluff1,40.1339,-122.2061,H,W,LA,71,-187934.1705,237518.3944,91.571395,1682,1701,51736.14844,66096.82031,3722.461425,3628.425048,195.802505,309.98114,2397.984725,784.6484296,1437.15981,1781.829736
71,1,LAHistoricRedBluff2,40.24038,-122.110955,H,W,LA,72,-179566.9292,249157.8915,230.262832,1605,1643,63642.07422,79460.10156,3612.298828,3557.201416,152.790039,304.694152,2228.280773,1486.35157,1510.906651,1598.729553
72,2,LAHistoricRedBluff3,40.1707,-122.1254,H,W,LA,73,-180968.9713,241447.8867,89.825149,1676,1698,53572.875,68118.57813,3714.334472,3629.450439,184.806869,304.1315,2334.605102,797.1914894,1671.290265,1840.614078
73,11,LAHistoricRedBluff4,40.190329,-122.225207,H,W,LA,74,-189414.4826,243822.5161,83.213935,1682,1701,53293.56641,68032.03906,3705.349853,3624.790771,185.771316,296.939636,2265.527976,1399.134615,1504.998834,1686.632242
74,1,LAHistoricRedBluff5,40.212178,-122.229766,H,W,LA,75,-189745.416,246257.7529,89.268058,1682,1701,55690.40234,70461.83594,3695.548583,3618.773925,185.864425,299.493804,2397.984725,784.6484296,1437.15981,1781.829736
75,2,LAHistoricRedBluff6,40.322164,-122.285572,H,W,LA,76,-194198.9776,258582.9251,176.98439,1643,1672,66610.51563,82697.35156,3671.539062,3634.43457,165.527511,283.589538,2225.909461,790.5653495,2284.033748,1652.798365
76,2,LAHistoricSWRavendale,40.6969,-120.409,H,E,LA,77,-34574.47295,297928.4338,1716.792724,736,748,32251.88281,33906.92578,2863.236816,2848.0708,-829.146789,-662.239257,743.6649798,1535.84787,1634.083444,2481.854676
77,4,LAHistoricTermo,40.8915,-120.4564,H,E,LA,78,-38477.49651,319549.891,1630.919677,659,706,23811.74023,25182.82031,2961.351318,2949.612792,-1100.660644,-871.301757,3130.675456,2609.732794,1956.550857,1852.341256
78,1,LAHistoricTurners,40.30825,-121.738116,H,W,LA,79,-147717.189,256050.7845,1146.906127,1223,1228,84921.22656,99915.85156,3139.116699,3111.663085,-74.89286,24.721372,2483.768839,2167.213563,1471,1499.913103
79,1,LAHistoricWarnerCreek1,40.459693,-121.441843,H,W,LA,80,-122284.0339,272445.0688,2084.836669,598,564,232992.625,262335.5625,2449.193115,2402.611083,-741.84082,-695.085876,110.9188641,1243.310345,2612.422803,2243.632312
80,4,LAHistoricWarnerCreek2,40.463512,-121.471967,H,W,LA,81,-124832.1142,272908.3696,2261.664794,511,475,248862.9844,282762.2813,2265.964355,2222.392822,-733.904296,-737.427062,112.7222787,1290.63313,2612.422803,2228.987749
81,7,LAHistoricWillowLake,40.405237,-121.365727,H,W,LA,82,-115916.0755,266302.7414,1653.95227,690,688,123663.5547,141138.3906,2745.626708,2690.129394,-779.737304,-635.958129,2461.629705,2064.228745,1454.812148,1476.752033
82,3,LAHistoricWRedRockPO,40.8995,-120.25399,H,E,LA,83,-21410.19638,320373.9836,1623.17749,689,738,24660.64063,27328.41602,2952.218017,2941.289306,-1054.175781,-796.367492,3191.707614,1445.631579,1991.576966,1852.341256
83,5,LAModernBaileyCreek,40.805722,-120.610026,M,E,LA,84,-51490.65714,310100.8287,1731.012939,702,719,30850.56836,32588.73438,2862.461669,2842.757812,-912.291503,-717.161621,505.2601626,1019.195939,2441.165919,2394.054688
84,2,LAModernBattleCreek,40.34945,-121.631705,M,W,LA,85,-138595.7498,260465.0576,1495.393432,835,787,123398.1172,142794.1719,2786.009277,2750.880371,-497.733764,-477.022247,548.8711968,1143.615619,2403.799043,2405.355159
85,2,LAModernBattleCreekMeadows,40.33948,-121.609185,M,W,LA,86,-136701.8806,259325.269,1468.201049,820,772,121347.8672,141089.4688,2824.046142,2786.805664,-534.630615,-514.218505,384.0121827,746.3601221,2519.316397,2428.333935
86,4,LAModernBluffFalls,40.412202,-121.531905,M,W,LA,87,-130006.9107,267291.6594,1974.907714,651,614,206215.3906,237624.9531,2461.356689,2425.641845,-649.260131,-620.035217,401.8436548,754.889115,2514.466667,2421.034991
87,2,LAModernButteLake,40.562405,-121.29966,M,W,LA,88,-110069.7051,283675.1166,1849.016723,616,614,77267.03906,91693.10156,2644.942138,2599.085205,-848.830688,-715.000122,2247.556345,1073.768528,2310.360206,1991.69448
88,1,LAModernCoyoteCreek,40.09325,-122.22687,M,W,LA,89,-189809.2671,233045.6759,92.390357,1678,1698,51017.39453,64932.80469,3726.840332,3629.715332,195.824295,300.859588,2487.236253,1367.698574,1280.031807,1909.952888
89,1,LAModernCoyoteFlat,40.88974,-120.26846,M,E,LA,90,-22633.0794,319293.9533,1620.707031,695,743,23742.44922,26133.42969,2956.839355,2948.693115,-1052.021972,-796.605529,2281.614053,1447.937247,1469.246512,1660.642523
90,2,LAModernDalesLake,40.330645,-122.072605,M,W,LA,91,-176086.075,259108.6935,209.856811,1656,1685,62168.59766,77732.5,3670.218261,3629.204589,200.624816,317.63626,2655.30426,2211.573887,1780.529736,1879.790698
91,2,LAModernDodgeRanch,40.89014,-120.17355,M,E,LA,92,-14631.02955,319319.7019,1631.74121,728,764,26407.48242,30056.15039,2947.732421,2936.410644,-994.781311,-756.681335,533.3350254,1115.1714,2405.042353,2409.074074
92,2,LAModernDodgeReservoir,40.96926,-120.135055,M,E,LA,93,-11372.97616,328096.7099,1762.266479,655,700,35987.80469,42485.6875,2775.903076,2764.220703,-913.868469,-688.752075,1114.107287,1448.1083,2631.157543,2299.584019
93,2,LAModernDrakesbad,40.444655,-121.4085,M,W,LA,94,-119481.1762,270732.793,1750.055664,638,633,156503.3438,177542.75,2682.944824,2633.132324,-801.577087,-692.360168,2236.621951,1915.640324,1544.668235,1683.45641
94,2,LAModernEagleLakeBrockman,40.59293,-120.844295,M,W,LA,95,-71475.03761,286628.3216,1590.503417,728,741,63111.24219,73730.83594,2938.687988,2907.757568,-957.357849,-768.332031,2900.307692,2256.425101,1819.708102,1875.081833
95,2,LAModernEagleLakeMerrillCreek,40.552305,-120.814665,M,W,LA,96,-69005.45019,282095.6548,1558.725952,742,759,59808.78125,69581.77344,2944.249023,2922.365722,-938.472229,-746.715332,2015.779129,1426.682186,1537.094229,1725.04922
96,2,LAModernEagleLakePapooseMeadow,40.525815,-120.76727,M,W,LA,97,-65014.73002,279120.7954,1626.312744,751,760,59940.92578,69244.09375,2882.932373,2854.146972,-889.548645,-720.534057,2976.566802,2239.118421,1845.998875,1852.045455
97,3,LAModernEagleLakePineCreek,40.66796,-120.78612,M,W,LA,98,-66481.11307,294916.3804,1568.468872,745,764,43966.51172,48017.52734,2961.43872,2923.993164,-951.528747,-750.654174,3168.153299,1518.219858,1969.404571,1852.341256
98,4,LAModernHelenEmeraldLakes,40.469727,-121.513978,M,W,LA,99,-128383.6255,273654.5458,2498.85913,332,312,254302.6875,292500.5938,2085.33374,2049.760498,-904.480407,-898.280822,2973.199393,1622.743408,1776.056478,1852.341256
99,1,LAModernHogLake,40.28261,-122.12289,M,W,LA,100,-180476.9954,253869.6966,269.907867,1622,1666,63617.23438,79513.94531,3658.989746,3612.069824,179.379821,324.325103,3074.528875,1448.941057,1768.793142,1852.341256
100,1,LAModernHorneRanch,40.82822,-120.13889,M,E,LA,101,-11718.8875,312441.3079,1646.741455,723,752,28087.98047,32899.62891,2910.188964,2903.140869,-998.991455,-779.837524,3161.610152,1506.065856,1823.897887,1852.341256
101,2,LAModernJellysFerry,40.319965,-122.18149,M,W,LA,102,-185362.5726,258130.4257,105.637695,1632,1657,57632.9375,72770.90625,3674.144531,3624.634033,154.593719,265.264282,3190.408122,1755.12462,1861.77896,1852.341256
102,2,LAModernKingsCreekFalls,40.45971,-121.44478,M,W,LA,103,-122533.0778,272450.7484,2099.721923,571,524,243960.7969,275158.5,2386.148681,2339.767089,-733.379577,-709.685974,3168.230457,1666.579268,1917.05,1852.341256
103,4,LAModernLymanSprings,40.31124,-121.764275,M,W,LA,104,-149933.9457,256423.8656,1046.930297,1283,1285,81032.89063,95780.53906,3209.805175,3183.52124,-24.084835,63.779815,2783.726166,1436.269857,1442.302647,1852.996639
104,1,LAModernManzanitaLake,40.53759,-121.57018,M,W,LA,105,-133024.3069,281266.8021,1790.642944,671,647,89695.03125,102737.3828,2651.145996,2620.582763,-761.394409,-690.373596,3045.024316,1347.158537,1832.441038,1874.256956
105,1,LAModernObservationPeak1,40.86155,-120.1599,M,E,LA,106,-13485.54019,316144.0293,1630.512695,736,767,25644.11328,29345.60547,2945.635498,2937.235351,-994.155761,-762.539611,2356.822449,1120.88641,1397.260597,1790.937122
106,1,LAModernObservationPeak2,40.84532,-120.17653,M,E,LA,107,-14891.53927,314344.8585,1631.49707,733,764,25613.77344,28826.62109,2945.337402,2940.009765,-1013.111694,-789.096557,2323.047959,1075.584178,1469.688418,1784.711885
107,1,LAModernPaynesCreek,40.30254,-122.10614,M,W,LA,108,-179004.0566,256050.8802,167.763153,1648,1680,62548.91406,78308.32813,3679.964599,3634.808105,182.45964,311.058135,2980.536437,1368.913793,1828.282392,1898.006192
108,3,LAModernPetesValley,40.526137,-120.465513,M,E,LA,109,-39444.96562,278990.3098,1380.787109,910,916,31691.9375,32703.11133,3133.296386,3113.899658,-799.035644,-653.485107,3179.44929,1513.610942,2002.835359,1852.996639
109,3,LAModernPoleSpring,40.5872,-121.287017,M,W,LA,110,-108961.6374,286413.4188,1792.628662,660,675,65093.18359,78404.72656,2716.875976,2669.653076,-846.795654,-688.951232,2245.581726,791.4046653,1874.68985,1786.359036
110,3,LAModernReadingIsland,40.389273,-122.192203,M,W,LA,111,-186094.7451,265846.551,110.502998,1588,1617,57228.89063,72317.91406,3645.319335,3611.466796,114.63169,222.441406,2729.784772,1466.547401,1532.074505,1864.575207
111,1,LAModernSacramentoRBlueTentCr,40.2026,-122.21628,M,W,LA,112,-188622.873,245167.3017,79.988998,1682,1701,53917.08594,68535.71094,3704.998046,3627.634277,185.652816,299.792144,2437.689725,2270.545547,1548.355713,1659.83288
112,1,LAModernSacramentoRPerryRiffle,40.29721,-122.17534,M,W,LA,113,-184898.0725,255591.8729,97.449203,1644,1670,57811.46484,72992.47656,3677.632324,3622.57788,170.402557,282.513854,2491.89613,2215.537449,1501.911007,1741.970075
113,5,LAModernSlateCreek,40.842596,-120.769944,M,E,LA,114,-64955.69066,314292.3631,1662.968994,675,704,37239.62891,40530.8125,2859.357666,2836.590576,-1014.517639,-787.41455,2398.892057,1913.493414,1502.740654,1450.899701
114,1,LAModernSummitCreek,40.35804,-121.55757,M,W,LA,115,-132283.638,261313.0021,1616.154541,728,684,126082.2031,146783.1563,2744.924072,2706.152099,-654.673706,-628.226684,2381.664286,1887.423935,1503.70245,1412.928896
115,1,LAModernSummitCreekN,40.3689,-121.53831,M,W,LA,116,-130628.4582,262492.2142,1722.885986,709,671,150401.6563,173788.2813,2635.045166,2597.298095,-597.92749,-573.161315,1749.361055,1528.763931,2298.439791,1650.780919
116,1,LAModernTuledadRd,40.92563,-120.13857,M,E,LA,117,-11676.08105,323254.3105,1695.653076,719,760,30459.70508,35420.48438,2889.939941,2883.288574,-928.686767,-694.247436,1487.798379,1630.091278,2595.756688,1876.423544
